0;-1.386728184
1;-1.072070776
2;-1.009328429
3;0.149116151
4;0.659121034
5;-0.518320211
6;-0.026517289
7;-0.50766201
8;-0.546957749
9;0.207282169
10;0.034502638
11;-0.277559228
12;-0.975370862
13;-0.322687768
14;0.324548235
15;0.359440379
16;-0.296663664
17;-0.625594666
18;-0.330569309
19;0.637590647
20;0.095762045
21;-0.278819311
22;-0.377185161
23;0.010542943
24;0.414125972
25;0.166472282
26;-0.062869018
27;-0.20465718
28;0.198530828
29;0.36431219
30;0.201981839
31;0.095693015
32;-0.189346441
33;0.457937759
34;0.454315229
35;0.148450893
36;-0.134594944
37;-0.092065193
38;0.571669773
39;0.651645359
40;0.273077817
41;0.08249132
42;-0.113344005
43;0.584700863
44;0.656168592
45;0.295950749
46;0.11275281
47;-0.102837807
48;0.598428006
49;0.821360638
50;0.204137027
51;0.220741848
52;-0.097251476
53;0.820173848
54;0.789649784
55;0.269817972
56;0.19938463
57;-0.031750358
58;0.842720022
59;0.603965101
60;0.392354477
61;0.191518628
62;0.146319608
63;0.567122676
64;0.672082701
65;0.136320099
66;0.494993714
67;0.025760642
68;0.878425405
69;0.443899372
70;0.376866483
71;0.160372774
72;0.458085282
73;0.581012686
74;0.3348018
75;0.056830205
76;0.385956163
77;0.311351384
78;0.707328311
79;0.432139582
80;0.252094508
81;0.337411503
82;0.533124804
83;0.749373251
84;0.406447941
85;0.204689507
86;0.30654283
87;0.618766008
88;0.78817547
89;0.351312306
90;0.152456362
91;0.098193673
92;0.85608816
93;0.749255264
94;0.364851971
95;0.078791717
96;0.251065325
97;0.907532433
98;0.742842067
99;0.227715733
100;-0.135128364
101;0.555635447
102;0.802665002
103;0.622189343
104;0.13752321
105;-0.075883165
106;0.60539446
107;0.636605595
108;0.564494516
109;0.397840519
110;0.188075146
111;0.736096352
112;0.727171847
113;0.46545479
114;0.276613827
115;-0.098855262
116;0.951906534
117;0.622493716
118;0.528964316
119;0.126046413
120;0.387094382
121;0.666405552
122;0.820925682
123;0.44789088
124;0.17006722
125;0.322552308
126;0.627955385
127;0.648165741
128;0.481615247
129;0.077423589
130;0.453033928
131;0.611604133
132;0.799516059
133;0.525909161
134;-0.007231377
135;0.317936285
136;0.795744366
137;0.774408601
138;0.675580058
139;0.061047141
140;0.410266191
141;0.861599581
142;0.799377823
143;0.593983611
144;0.001655179
145;0.432767956
146;0.704549087
147;0.755273911
148;0.603156831
149;0.139017293
150;0.678864584
151;0.609638922
152;0.884603698
153;0.525404421
154;0.293143875
155;0.574894518
156;0.59371908
157;0.647222931
158;0.558283611
159;0.492051458
160;0.430980198
161;0.705359032
162;0.551377945
163;0.594795953
164;0.120809211
165;0.30380522
166;0.496044401
167;0.448593712
168;0.698344659
169;0.375620511
170;0.489655753
171;0.587921535
172;0.616404151
173;0.600296436
